User,Artist,Plays
User 129,arctic monkeys,259
User 129,incubus,255
User 129,blink-182,251
User 129,queens of the stone age,245
User 129,the rolling stones,240
User 129,dream theater,233
User 129,r.e.m.,221
User 129,metallica,216
User 129,linkin park,207
User 129,coldplay,200
User 129,red hot chili peppers,197
User 130,paramore,52220
User 130,rise against,367
User 130,linkin park,107
User 130,green day,14
User 130,in flames,12
User 130,nightwish,12
User 130,iron maiden,11
User 130,kanye west,10
User 130,avril lavigne,8
User 130,eminem,7
User 130,fall out boy,5
User 130,my chemical romance,5
User 131,linkin park,7828
User 131,nine inch nails,7376
User 131,eminem,6213
User 131,pink floyd,5384
User 131,oasis,4824
User 131,massive attack,3562
User 131,porcupine tree,2535
User 131,koЯn,1409
User 131,nirvana,1394
User 131,green day,1344
User 131,red hot chili peppers,1267
User 131,marilyn manson,1253
User 131,incubus,934
User 131,disturbed,879
User 131,ac/dc,784
User 131,slipknot,753
User 131,a perfect circle,623
User 131,coldplay,608
User 131,avril lavigne,518
User 131,evanescence,501
User 131,the killers,490
User 131,foo fighters,489
User 131,metallica,484
User 131,franz ferdinand,456
User 131,led zeppelin,448
User 131,gorillaz,401
User 132,u2,7937
User 132,a perfect circle,7568
User 132,pink floyd,7013
User 132,queen,6331
User 132,depeche mode,6075
User 132,placebo,5615
User 132,porcupine tree,5034
User 132,rammstein,4089
User 132,massive attack,821
User 132,led zeppelin,614
User 132,nine inch nails,606
User 132,marilyn manson,565
User 132,the cure,464
User 133,rise against,8285
User 133,nofx,6819
User 133,red hot chili peppers,4830
User 133,blink-182,3676
User 133,linkin park,3570
User 133,iron maiden,3413
User 133,system of a down,3317
User 133,the offspring,3135
User 133,green day,3114
User 133,pink floyd,2803
User 133,depeche mode,2597
User 133,evanescence,2576
User 133,koЯn,2295
User 133,the killers,2105
User 134,britney spears,50959
User 134,madonna,1148
User 134,my chemical romance,209
User 134,avril lavigne,82
User 135,green day,44803
User 135,death cab for cutie,2148
User 135,fall out boy,772
User 135,radiohead,696
User 135,ramones,692
User 135,the clash,575
User 135,nirvana,344
User 135,u2,338
User 135,the offspring,308
User 135,depeche mode,254
User 135,my chemical romance,217
User 135,queen,162
User 135,joy division,157
User 135,muse,148
User 135,blink-182,145
User 135,pink floyd,133
User 135,rage against the machine,129
User 135,the cure,82
User 135,the killers,49
User 135,the shins,46
User 135,nofx,43
User 135,the rolling stones,12
User 135,led zeppelin,10
User 135,linkin park,9
User 136,elliott smith,13611
User 136,bob dylan,10082
User 136,the beatles,7305
User 136,pixies,4357
User 136,modest mouse,4065
User 136,beck,2676
User 136,nirvana,1904
User 136,radiohead,1639
User 136,the shins,1620
User 136,bright eyes,1583
User 136,david bowie,1359
User 136,the white stripes,1166
User 136,tori amos,850
User 137,britney spears,44944
User 137,madonna,7070
User 137,avril lavigne,95
User 137,coldplay,66
User 138,iron maiden,36022
User 138,the offspring,14249
User 138,led zeppelin,1380
User 138,the white stripes,511
User 139,elliott smith,21691
User 139,bright eyes,10486
User 139,death cab for cutie,10122
User 139,sufjan stevens,1589
User 139,the smashing pumpkins,1588
User 139,arcade fire,1459
User 139,radiohead,1095
User 139,bloc party,1046
User 139,sigur rós,612
User 139,the white stripes,578
User 139,johnny cash,496
User 139,belle and sebastian,466
User 139,placebo,461
User 139,fall out boy,420
User 140,massive attack,10452
User 140,metallica,6847
User 140,a perfect circle,5551
User 140,moby,4767
User 140,radiohead,3936
User 140,the prodigy,3667
User 140,tool,3113
User 140,coldplay,2409
User 140,red hot chili peppers,1970
User 140,daft punk,1849
User 140,queen,1650
User 140,portishead,1630
User 140,depeche mode,1471
User 140,u2,1384
User 140,madonna,1335
User 141,red hot chili peppers,17741
User 141,megadeth,3806
User 141,iron maiden,3719
User 141,ramones,3712
User 141,nirvana,3129
User 141,led zeppelin,2635
User 141,pearl jam,2265
User 141,nightwish,1952
User 141,u2,1557
User 141,system of a down,1233
User 141,metallica,1092
User 141,children of bodom,1071
User 141,koЯn,876
User 141,rammstein,846
User 141,disturbed,725
User 141,pink floyd,641
User 141,the white stripes,517
User 141,queens of the stone age,484
User 141,slipknot,478
User 141,the beatles,437
User 141,radiohead,374
User 141,the clash,370
User 141,marilyn manson,361
User 141,the cure,344
User 141,rage against the machine,335
User 141,the smashing pumpkins,332
User 141,green day,325
User 141,the doors,321
User 142,sigur rós,5626
User 142,pixies,4724
User 142,radiohead,4592
User 142,tool,4439
User 142,pink floyd,4182
User 142,tori amos,2310
User 142,the smashing pumpkins,2178
User 142,sufjan stevens,2169
User 142,johnny cash,2120
User 142,tom waits,1995
User 142,the smiths,1878
User 142,belle and sebastian,1857
User 142,david bowie,1791
User 142,placebo,1715
User 142,the shins,1397
User 142,bright eyes,1335
User 142,rage against the machine,1285
User 142,system of a down,1220
User 142,led zeppelin,1216
User 142,modest mouse,1136
User 142,the clash,1132
User 142,bob dylan,1090
User 143,britney spears,38127
User 143,avril lavigne,7503
User 143,paramore,3362
User 143,bloc party,1195
User 143,fall out boy,1147
User 144,metallica,7958
User 144,blink-182,7250
User 144,rammstein,6296
User 144,linkin park,5853
User 144,children of bodom,5446
User 144,iron maiden,3529
User 144,koЯn,2275
User 144,the offspring,2057
User 144,slipknot,2010
User 144,ac/dc,1668
User 144,in flames,1498
User 144,system of a down,1299
User 144,nirvana,1220
User 144,johnny cash,1140
User 144,rise against,997
User 144,megadeth,709
User 145,in flames,23068
User 145,paramore,15189
User 145,a perfect circle,7152
User 145,incubus,2349
User 145,koЯn,2163
User 145,rammstein,966
User 146,nine inch nails,27854
User 146,marilyn manson,7583
User 146,red hot chili peppers,3708
User 146,tool,2677
User 146,placebo,2262
User 146,evanescence,1506
User 146,radiohead,1293
User 146,koЯn,1005
User 146,muse,823
User 146,disturbed,671
User 146,depeche mode,553
User 146,the offspring,322
User 146,arctic monkeys,308
User 146,joy division,261
User 147,led zeppelin,17233
User 147,the beatles,10381
User 147,pink floyd,9639
User 147,ac/dc,9022
User 147,the rolling stones,2589
User 147,the doors,688
User 147,u2,448
User 147,depeche mode,377
User 147,queen,344
User 148,koЯn,12520
User 148,a perfect circle,5910
User 148,placebo,4103
User 148,nine inch nails,3343
User 148,tool,3264
User 148,coldplay,3042
User 148,blink-182,2824
User 148,radiohead,2754
User 148,kanye west,2318
User 148,tori amos,1918
User 148,incubus,1639
User 148,the smashing pumpkins,1462
User 148,depeche mode,1309
User 148,the killers,1225
User 148,massive attack,1092
User 148,rise against,1079
User 148,system of a down,908
User 149,interpol,15372
User 149,muse,6485
User 149,the clash,3245
User 149,the beatles,3118
User 149,r.e.m.,2343
User 149,david bowie,2313
User 149,radiohead,2199
User 149,oasis,2136
User 149,the white stripes,1696
User 149,metallica,1613
User 149,johnny cash,1460
User 149,depeche mode,1441
User 149,portishead,1357
User 149,iron maiden,1356
User 149,bob dylan,1168
User 149,ac/dc,1127
User 149,queen,1119
User 149,beck,1096
User 150,muse,19338
User 150,arctic monkeys,5692
User 150,radiohead,5664
User 150,the beatles,4116
User 150,oasis,2343
User 150,beck,2311
User 150,sufjan stevens,1912
User 150,kings of leon,1722
User 150,bright eyes,1649
User 150,the kooks,1505
User 150,arcade fire,1014
User 150,pixies,934
User 150,belle and sebastian,746
User 150,david bowie,600
User 150,the strokes,547
User 150,amy winehouse,445
User 151,nine inch nails,11972
User 151,radiohead,4940
User 151,daft punk,4427
User 151,gorillaz,4012
User 151,air,3461
User 151,moby,2867
User 151,nirvana,2208
User 151,the cure,2177
User 151,coldplay,2121
User 151,boards of canada,1754
User 151,pink floyd,1427
User 151,the white stripes,1363
User 151,the beatles,1305
User 151,the smashing pumpkins,1188
User 151,queens of the stone age,1171
User 151,the prodigy,1149
User 151,sigur rós,1042
User 151,the offspring,998
User 151,david bowie,956
User 152,system of a down,23499
User 152,franz ferdinand,8893
User 152,placebo,8133
User 152,arctic monkeys,3867
User 152,my chemical romance,2267
User 152,the prodigy,1891
User 152,radiohead,1129
User 152,amy winehouse,642
User 153,oasis,22355
User 153,muse,11468
User 153,placebo,5363
User 153,arctic monkeys,4650
User 153,bloc party,2032
User 153,modest mouse,1770
User 153,radiohead,1118
User 153,the strokes,535
User 153,kanye west,395
User 153,foo fighters,263
User 153,massive attack,168
User 154,green day,48248
User 154,ramones,377
User 154,iron maiden,280
User 154,the clash,268
User 154,the offspring,227
User 154,fall out boy,138
User 154,blink-182,135
User 154,nofx,129
User 154,bad religion,92
User 154,linkin park,90
User 154,ac/dc,79
User 155,linkin park,37747
User 155,incubus,6854
User 155,evanescence,956
User 155,fall out boy,765
User 155,nightwish,759
User 155,koЯn,596
User 155,my chemical romance,544
User 155,the offspring,410
User 155,slipknot,380
User 155,paramore,318
User 155,disturbed,317
User 155,foo fighters,303
User 156,pearl jam,6675
User 156,nirvana,3045
User 156,led zeppelin,2604
User 156,r.e.m.,2205
User 156,the white stripes,2033
User 156,pixies,2008
User 156,the beatles,1815
User 156,tool,1557
User 156,sigur rós,1552
User 156,the strokes,1339
User 156,arcade fire,1259
User 156,pink floyd,1259
User 156,the doors,1245
User 156,the smashing pumpkins,1238
User 156,beck,1213
User 156,radiohead,1210
User 156,green day,1182
User 156,oasis,1159
User 156,u2,1157
User 156,foo fighters,1153
User 156,nine inch nails,1151
User 156,arctic monkeys,1130
User 156,porcupine tree,1120
User 156,bloc party,1078
User 156,the rolling stones,1077
User 156,franz ferdinand,1076
User 156,the offspring,1057
User 156,sufjan stevens,1056
User 156,johnny cash,1052
User 156,kings of leon,1048
User 156,rage against the machine,1048
User 156,placebo,1043
User 157,red hot chili peppers,12243
User 157,pearl jam,5223
User 157,the smashing pumpkins,4153
User 157,nirvana,3596
User 157,the doors,3031
User 157,foo fighters,2996
User 157,u2,2474
User 157,jack johnson,2030
User 157,metallica,1954
User 157,placebo,1826
User 157,moby,1722
User 157,oasis,1616
User 157,the offspring,1564
User 157,muse,1343
User 157,linkin park,1249
User 157,nine inch nails,1243
User 157,eminem,1233
User 158,nine inch nails,11421
User 158,the cure,3840
User 158,linkin park,3835
User 158,koЯn,3556
User 158,slipknot,3276
User 158,metallica,2354
User 158,queens of the stone age,2196
User 158,foo fighters,1993
User 158,britney spears,1895
User 158,placebo,1845
User 158,marilyn manson,1793
User 158,muse,1504
User 158,disturbed,1459
User 158,the prodigy,1377
User 158,a perfect circle,1188
User 158,nirvana,1141
User 158,blink-182,1049
User 158,rammstein,1047
User 158,red hot chili peppers,1014
User 158,paramore,988
User 158,massive attack,502
User 159,koЯn,30118
User 159,system of a down,6152
User 159,britney spears,3991
User 159,eminem,2487
User 159,nightwish,2476
User 159,daft punk,2220
User 159,depeche mode,1054
User 159,björk,769
User 160,the offspring,7159
User 160,franz ferdinand,5824
User 160,pink floyd,4712
User 160,muse,4429
User 160,my chemical romance,3885
User 160,the beatles,3582
User 160,avril lavigne,3459
User 160,fall out boy,3062
User 160,coldplay,2672
User 160,green day,2605
User 160,blink-182,1863
User 160,evanescence,1572
User 160,queen,1338
User 160,paramore,1032
User 160,joy division,730
User 160,system of a down,692
User 160,ac/dc,557
User 161,nightwish,7027
User 161,koЯn,6451
User 161,system of a down,6080
User 161,children of bodom,4964
User 161,marilyn manson,3668
User 161,pink floyd,3353
User 161,rise against,2857
User 161,a perfect circle,2734
User 161,rammstein,2719
User 161,disturbed,1942
User 161,the prodigy,1920
User 161,nine inch nails,1570
User 161,iron maiden,1385
User 161,evanescence,1237
User 161,rage against the machine,1223
User 162,fall out boy,12486
User 162,blink-182,7088
User 162,muse,4398
User 162,rise against,3982
User 162,u2,3692
User 162,paramore,3574
User 162,radiohead,3117
User 162,system of a down,2444
User 162,nofx,2185
User 162,the beatles,2070
User 162,nightwish,1454
User 162,disturbed,1142
User 162,queen,1128
User 163,radiohead,26714
User 163,nirvana,4448
User 163,the smashing pumpkins,3343
User 163,nine inch nails,2944
User 163,marilyn manson,2636
User 163,pixies,2598
User 163,portishead,2190
User 163,pearl jam,1462
User 163,foo fighters,558
User 163,the cure,544
User 163,elliott smith,493
User 163,massive attack,439
User 163,pink floyd,377
User 164,the beatles,6442
User 164,nirvana,4386
User 164,pearl jam,4127
User 164,red hot chili peppers,3374
User 164,ramones,3333
User 164,radiohead,2863
User 164,u2,2665
User 164,incubus,2337
User 164,the doors,2276
User 164,the smashing pumpkins,1841
User 164,r.e.m.,1728
User 164,depeche mode,1709
User 164,pink floyd,1661
User 164,bob dylan,1471
User 164,the rolling stones,1411
User 164,beck,1279
User 164,foo fighters,1245
User 164,david bowie,1236
User 164,the smiths,885
User 164,the cure,740
User 164,led zeppelin,685
User 164,joy division,651
User 165,green day,46612
User 165,the beatles,725
User 165,nofx,340
User 165,johnny cash,184
User 165,amy winehouse,93
User 165,system of a down,78
User 165,blink-182,70
User 165,metallica,63
User 165,ramones,57
User 165,slipknot,51
User 166,bad religion,34623
User 166,nofx,6608
User 166,rise against,2040
User 166,linkin park,1363
User 166,koЯn,733
User 166,the offspring,656
User 166,fall out boy,638
User 166,death cab for cutie,610
User 166,rage against the machine,524
User 166,a perfect circle,477
User 167,the strokes,40563
User 167,the beatles,2525
User 167,blink-182,883
User 167,green day,546
User 167,the clash,544
User 167,the offspring,527
User 167,kings of leon,445
User 167,franz ferdinand,362
User 167,ac/dc,281
User 167,the killers,268
User 167,arctic monkeys,220
User 167,incubus,203
User 167,death cab for cutie,189
User 167,oasis,158
User 167,the kooks,128
User 167,the cure,78
User 167,pink floyd,44
User 167,the smiths,38
User 167,coldplay,16
User 167,linkin park,14
User 168,nightwish,15411
User 168,evanescence,14588
User 168,avril lavigne,7006
User 168,red hot chili peppers,4049
User 168,madonna,4011
User 168,disturbed,2792
User 169,moby,44672
User 169,evanescence,2312
User 169,coldplay,724
User 170,britney spears,45281
User 170,madonna,1045
User 170,amy winehouse,731
User 170,avril lavigne,358
User 170,evanescence,78
User 171,a perfect circle,6232
User 171,coldplay,6063
User 171,ac/dc,5863
User 171,in flames,4708
User 171,opeth,2390
User 171,children of bodom,2063
User 171,gorillaz,1935
User 171,foo fighters,1683
User 171,dream theater,1634
User 171,jack johnson,1404
User 171,the smashing pumpkins,1365
User 171,muse,1303
User 171,pink floyd,1276
User 171,radiohead,1222
User 171,daft punk,1010
User 171,metallica,963
User 171,led zeppelin,884
User 171,rage against the machine,779
User 171,disturbed,766
User 171,the offspring,729
User 171,koЯn,717
User 171,depeche mode,669
User 171,red hot chili peppers,658
User 171,the killers,566
User 171,u2,528
User 172,tegan and sara,10235
User 172,the cure,7259
User 172,radiohead,5072
User 172,death cab for cutie,4234
User 172,incubus,3876
User 172,my chemical romance,3064
User 172,marilyn manson,2146
User 172,nine inch nails,1833
User 172,a perfect circle,1820
User 172,tori amos,1171
User 172,the smiths,1084
User 172,the shins,1039
User 172,evanescence,1022
User 172,modest mouse,999
User 172,linkin park,866
User 172,paramore,810
User 172,sufjan stevens,747
User 173,madonna,46983
User 173,britney spears,293
User 174,boards of canada,18587
User 174,radiohead,4722
User 174,sigur rós,3604
User 174,queens of the stone age,3111
User 174,nine inch nails,2716
User 174,massive attack,2172
User 174,rage against the machine,2039
User 174,koЯn,1763
User 174,pink floyd,1439
User 174,tool,1430
User 174,gorillaz,1223
User 174,metallica,1106
